,Title,Review Text,aspect-opinion
11504,So gorgeous,I never write reviews although i do most of my shopping online but i had to write one for this tunic. i got it in the blue and sized down from a small to extra small- although i ordered both to see. the smaller size fit better around the shoulders. it is a bit retro funky and elegant at the same time. great price for such a quality piece.,['size- smaller']
11505,Great fabric,"Bought this for my 21 year old daughter, and she loves it. the blue color is very pretty and she says she gets lots of compliments and requests to ""touch it"" because the fabric is gorgeous. it's a bit boxy, and a little short to wear as a dress for her 5'9"" height - she says she risks showing her undies when she raises her arms. but she likes is so much she's just keeping her arms down. :-)","['color- blue', 'fabric-very gorgeous']"
11506,Cute dress!,"Perfect dress for the fall in texas. the velvet is on point for this season. the dress is very roomy on the bottom half...wish it was a little more fitted. but, overall a great dress, got tons of compliments!","['velvet- point', 'dress-very roomy', 'dress-overall great']"
11512,So cute!,I love this piece! they're calling it a tunic but its plenty long enough to wear without any pants. i usually wear a small/xsmall in retailer sizes and i definitely went with the xsmall. size down to avoid the potato sack look. i think this piece is so great for fall. definitely a must buy!,['piece-so great']
11513,Fell apart before my eyes,"Was excited to wear the dress for the first time. but while standing in front of the mirror putting makeup on, the seam between the body and sleeve just started to unravel. strangest thing - just a random hole appeared :(.",['hole-just random']
11514,Beautiful quality of fabric and style,"I saw this on a model in the house and home catalog. it looked very comfy but with an edge of elegance. i saw it in store in the navy and loved it. the other color is very washed out, not good for me being a blonde. i didn't try it on, and got a small as it looked as it ran a little large. i'm 5'4"", 130 lbs. and it fit perfectly. it hits above knee, a little longer than on model. it hangs beautifully and the blue color is stunning, looks expensive. i received a few complements the first time i w",['color-beautifully blue']
11519,Love but too baggy if petite,"I loved this dress and tried on the xs in the store and then ordered the petite. i thought if i ordered the petite it would not be as baggy. it is just way to boxy/baggy for someone my height and weight. however i would recommend to someone taller because the velvet is great quality and it would have been an amazing dress to have for fall and also for winter. for reference i am 5'0"" and weight 113 pounds.",['velvet-however taller']
11526,I'm over 50 and over 150 lbs and love this dress!,"The large is perfect for me and is just my style - not too baggy but just shapely enough to where to the office with or without leggings, as the fall approaches. i bought the blue; the color is rich and saturated. the material is soft and all around comfortable, which is my number one factor in buying clothes. love its versatility too, since a jacket and scarf can dress it up. shoes also dress up or dress down the dress. all in all a bargain.","['color- rich', 'material- soft']"
11527,"High quality, on trend","I love this tunic! it runs slightly large. i ordered my usual size small (i am 5'4'' 125lbs) and it is a looser fit but falls nicely. i wear it as a dress, and the blue/gray color is so pretty!",['color- gray']
11529,Call me infatuated...,"Absolutely love this little shift!!! i bought it on a whim really. it just harkened back to my crushed velvet loving days of the 80's! crushed velvet then was just something fuzzy that had been run over by a car and maybe thrown up on a few times at a punk rock bar :-) this is not that sort of velvet. it's also not some cheap polyester looking knock-off of true velvet. i always find those to have a somewhat ""plastic"" sheen to them. that is exactly what i was worried about judging from the pictur",['velvet-back loving']
11535,Definitely size down,"Love everything about this dress except - it runs huge.  i am busty and usually wear a 12 in dresses, but the large was completely shapeless on me.  will try medium and hope it is better bc otherwise i love the dress!!",[]
11543,Potato sack,"I look like i put a baggy bag over my head. also, the material really seemed like fake velvet to me.",['material-really fake']
11549,Velvet crush!!,"This is a really beautiful dress, the pictures don't capture it well enough. was looking for a comfortable shift dress that is versatile, this fit the bill. for reference, i am 5'3"" and weigh around 113 lbs, i got an xxs...and it was a bit baggy, but shift aren't supposed to be tight. also has some fun details! look forward to wearing this!","['pictures-really beautiful', 'shift- baggy']"
11550,Adorable and funky,"I've been hesitant with crushed velvet comeback...but this dress is adorable! first, it is not a tent; on me it's the perfect fit for the style - not too swingy but definitely not fitted. this is the dress you can grab on a day you don't feel like sucking it in, throw a blazer over it if you need you look professional, wear to a girls brunch with booties or a night out with the hubs. the little extra detail i didn't see online that was a pleasant style surprise is the almost strap-looking piece","['dress- adorable', 'detail- extra', 'surprise-online pleasant']"
